duty_military_personnel,combat,18
duty_military_personnel,less,10
duty_military_personnel,exposure,10
duty_military_personnel,consciousness,7
duty_military_personnel,combat_injuries,7
duty_military_personnel,stress,7
duty_military_personnel,reservists,4
duty_military_personnel,females,4
duty_military_personnel,war_veterans,4
duty_military_personnel,suicidal_ideation,4
duty_military_personnel,fear,3
duty_military_personnel,burden,2
duty_military_personnel,prevalence_of_PTSD,2
duty_military_personnel,recognition,2
duty_military_personnel,reflections,2
duty_military_personnel,social_relations,2
duty_military_personnel,psychological_distress,2
duty_military_personnel,rehabilitation,2
duty_military_personnel,PTSD_scale,1
duty_military_personnel,combat-related_injuries,1
duty_military_personnel,spinal_cord,1
duty_military_personnel,women_veterans,1
duty_military_personnel,mental_disorders,1
duty_military_personnel,suicide_risk,1
duty_military_personnel,physical_symptoms,1
duty_military_personnel,sleep_disturbance,1
duty_military_personnel,twentieth_century,1
duty_military_personnel,drinking,1
duty_military_personnel,body,1
duty_military_personnel,morbidity,1
duty_military_personnel,fearlessness_about_death,1
duty_military_personnel,manpower,1
duty_military_personnel,somatic_symptoms,1
duty_military_personnel,military_sexual_trauma,1
combat,less,240
combat,exposure,333
combat,consciousness,40
combat,suicidal_ideation,22
combat,fear,63
combat,burden,62
combat,recognition,35
combat,reflections,8
combat,psychological_distress,17
combat,PTSD_scale,71
combat,combat-related_injuries,158
combat,spinal_cord,14
combat,mental_disorders,102
combat,physical_symptoms,28
combat,sleep_disturbance,33
combat,drinking,15
combat,fearlessness_about_death,2
less,exposure,228
less,consciousness,13
less,burden,54
less,recognition,20
less,social_relations,1
less,psychological_distress,26
less,combat-related_injuries,6
less,spinal_cord,5
less,physical_symptoms,13
less,sleep_disturbance,5
consciousness,combat-related_injuries,1
combat_injuries,females,1
combat_injuries,war_veterans,3
combat_injuries,burden,4
combat_injuries,recognition,4
combat_injuries,combat-related_injuries,6
combat_injuries,spinal_cord,2
combat_injuries,sleep_disturbance,1
combat_injuries,morbidity,3
stress,reservists,15
stress,suicidal_ideation,4
stress,fear,64
stress,burden,19
stress,recognition,39
stress,reflections,22
stress,social_relations,2
stress,psychological_distress,45
stress,PTSD_scale,11
stress,combat-related_injuries,1
stress,spinal_cord,6
stress,mental_disorders,33
stress,physical_symptoms,16
stress,sleep_disturbance,8
stress,drinking,26
reservists,suicidal_ideation,4
reservists,burden,2
reservists,reflections,2
reservists,psychological_distress,10
reservists,PTSD_scale,8
reservists,mental_disorders,13
reservists,physical_symptoms,8
reservists,drinking,3
females,war_veterans,94
females,suicidal_ideation,6
females,fear,23
females,burden,34
females,prevalence_of_PTSD,16
females,recognition,22
females,reflections,12
females,social_relations,6
females,psychological_distress,20
females,PTSD_scale,6
females,combat-related_injuries,1
females,spinal_cord,5
females,women_veterans,23
females,mental_disorders,25
females,physical_symptoms,8
females,sleep_disturbance,5
females,twentieth_century,9
females,drinking,22
females,morbidity,33
females,somatic_symptoms,3
females,military_sexual_trauma,19
war_veterans,suicidal_ideation,32
war_veterans,fear,34
war_veterans,burden,36
war_veterans,prevalence_of_PTSD,21
war_veterans,recognition,25
war_veterans,reflections,2
war_veterans,social_relations,1
war_veterans,psychological_distress,55
war_veterans,PTSD_scale,43
war_veterans,spinal_cord,2
war_veterans,women_veterans,5
war_veterans,mental_disorders,79
war_veterans,physical_symptoms,59
war_veterans,sleep_disturbance,25
war_veterans,twentieth_century,1
war_veterans,drinking,28
war_veterans,morbidity,131
war_veterans,somatic_symptoms,17
war_veterans,military_sexual_trauma,4
suicidal_ideation,burden,4
suicidal_ideation,recognition,9
suicidal_ideation,reflections,1
suicidal_ideation,mental_disorders,18
suicidal_ideation,drinking,1
fear,burden,11
fear,recognition,14
fear,reflections,16
fear,psychological_distress,5
fear,mental_disorders,27
fear,sleep_disturbance,7
fear,drinking,1
burden,recognition,8
burden,psychological_distress,18
burden,combat-related_injuries,1
burden,sleep_disturbance,1
prevalence_of_PTSD,recognition,1
prevalence_of_PTSD,psychological_distress,3
prevalence_of_PTSD,PTSD_scale,3
prevalence_of_PTSD,mental_disorders,9
prevalence_of_PTSD,physical_symptoms,11
prevalence_of_PTSD,sleep_disturbance,1
prevalence_of_PTSD,drinking,1
reflections,social_relations,1
reflections,psychological_distress,1
reflections,physical_symptoms,2
rehabilitation,PTSD_scale,3
rehabilitation,spinal_cord,10
rehabilitation,mental_disorders,16
rehabilitation,physical_symptoms,1
rehabilitation,sleep_disturbance,3
rehabilitation,twentieth_century,7
rehabilitation,drinking,2
rehabilitation,morbidity,22
rehabilitation,manpower,1
PTSD_scale,mental_disorders,3
PTSD_scale,physical_symptoms,1
PTSD_scale,drinking,2
women_veterans,drinking,6
women_veterans,morbidity,3
women_veterans,military_sexual_trauma,10
mental_disorders,physical_symptoms,12
mental_disorders,sleep_disturbance,3
suicide_risk,morbidity,1
suicide_risk,fearlessness_about_death,8
suicide_risk,somatic_symptoms,2
physical_symptoms,sleep_disturbance,1
twentieth_century,drinking,3
twentieth_century,morbidity,2
body,morbidity,19
body,manpower,6
body,somatic_symptoms,8
body,military_sexual_trauma,1
