comorbidity,Veterans,384
comorbidity,disorder,190
comorbidity,depression,175
comorbidity,war_veterans,168
comorbidity,combat,143
comorbidity,psychiatric_disorders,112
comorbidity,exposure,85
comorbidity,Outcomes,81
comorbidity,less,80
comorbidity,veterans_with_PTSD,79
comorbidity,PTSD_symptoms,77
comorbidity,anxiety_disorder,75
comorbidity,PTSD_patients,70
comorbidity,cross_sectional,65
comorbidity,women,65
comorbidity,mental_disorders,65
comorbidity,morbidity,61
comorbidity,anxiety,60
comorbidity,OEF,57
comorbidity,personality_disorder,56
comorbidity,Iraqi_Freedom,51
comorbidity,traumatic_brain_injury,47
comorbidity,depressive_disorder,43
comorbidity,Operation_Iraqi,43
comorbidity,Soldiers,41
comorbidity,psychopathology,41
comorbidity,world_war,40
comorbidity,alcohol,40
comorbidity,substance_abuse,37
comorbidity,attention,36
comorbidity,PTSD_diagnosis,36
comorbidity,war_trauma,35
comorbidity,current_PTSD,34
comorbidity,dysfunction,34
comorbidity,alcohol_dependence,32
comorbidity,stress,32
comorbidity,combat_veterans,31
comorbidity,OIF_veterans,31
comorbidity,panic_disorder,31
comorbidity,suicidal_ideation,31
comorbidity,schizophrenia,31
comorbidity,complaints,30
comorbidity,PTSD_group,30
comorbidity,PTSD_scale,28
comorbidity,depression_symptoms,28
comorbidity,survivors,28
comorbidity,adults,26
comorbidity,abuse,26
comorbidity,burden,25
comorbidity,posttraumatic_stress_disorder_and_depression,25
comorbidity,chronic_post_traumatic_stress,25
comorbidity,females,22
comorbidity,suffering,22
comorbidity,prevalence_of_PTSD,22
comorbidity,recognition,22
comorbidity,mental_health_disorders,22
comorbidity,brain,22
comorbidity,psychiatric_illness,21
comorbidity,stressors,21
comorbidity,war_zone,21
comorbidity,torture,19
comorbidity,military_veterans,19
comorbidity,rape,19
comorbidity,mood,19
comorbidity,death,16
comorbidity,hypertension,16
comorbidity,women_veterans,16
comorbidity,headache,16
comorbidity,rehabilitation,15
comorbidity,symptoms_of_posttraumatic_stress_disorder,15
